-6.85790232470941152 -1 30914 0 72.2163653860647798 98 0.501454751748187544 0.999394904162283382 1620 2 30 30 10 8 500 40 0.0100001451265825381 0 1602 3286 37.0900000000000034 
-6.85790251218597646 1 30938 0 72.2166767323939638 98 0.51312319322132327 0.999402065212483981 1620 2 30 30 10 8 500 40 0.00999995765001759906 0 1602 3277 37.1199999999999974 
-6.85790251218597646 -1 30952 0 72.216436521835206 98 0.52500895038841755 0.999409245062495843 1620 2 30 30 10 8 500 40 0.00999995765001759906 0 1602 3277 37.1499999999999986 
-6.85790269966254229 0 30897 0 72.2163325286212654 98 0.538055351474620913 0.999423588170778254 1620 2 30 30 10 8 500 40 0.00999977017345177188 0 1602 3287 37.2100000000000009 
-6.85790232470941152 0 30948 0 72.2169008034837248 98 0.539123316325580748 0.99943075095415812 1620 2 30 30 10 8 500 40 0.0100001451265825381 0 1602 3281 37.240000000000002 
-6.85790232470941152 -1 30975 0 72.2177109381336493 98 0.543613732357350998 0.999437848165755649 1620 2 30 30 10 8 500 40 0.0100003326031483653 0 1602 3276 37.2700000000000031 
-6.85790251218597646 -2 30919 0 72.218652149131259 98 0.551415623175489644 0.999445088226672995 1620 2 30 30 10 8 500 40 0.00999995765001759906 0 1602 3280 37.2999999999999972 
-6.85790269966254229 0 30939 0 72.2186244796196348 98 0.55791201564117876 0.999452170493645986 1620 2 30 30 10 8 500 40 0.00999977017345177188 0 1602 3287 37.3299999999999983 
-6.85790269966254229 1 30910 0 72.2192809813280974 98 0.567880657599321936 0.999459025893489228 1620 2 30 30 10 8 500 40 0.00999977017345177188 0 1602 3284 37.3599999999999994 
-6.85790251218597646 -1 30927 0 72.2197999473200269 98 0.573003078196259286 0.999466006648128791 1620 2 30 30 10 8 500 40 0.00999995765001759906 0 1602 3272 37.3900000000000006 
-6.85790232470941152 1 30958 0 72.2204028578804582 98 0.573401703208162639 0.999479673167544935 1620 2 30 30 10 8 500 40 0.0100001451265825381 0 1602 3274 37.4500000000000028 
-6.85790288713910723 -1 30898 0 72.2203434740407175 98 0.570284697379436434 0.999486487841094173 1620 2 30 30 10 8 500 40 0.00999977017345177188 0 1602 3284 37.4799999999999969 
-6.85790232470941152 0 30957 0 72.2210910979405298 98 0.561101851042779098 0.999493709883188419 1620 2 30 30 10 8 500 40 0.0100001451265825381 0 1602 3289 37.509999999999998 
-6.85790232470941152 -1 30972 0 72.2209924444625386 98 0.553754066670345768 0.999500796751711662 1620 2 30 30 10 8 500 40 0.0100001451265825381 0 1602 3282 37.5399999999999991 
-6.85790251218597646 1 30914 0 72.221517525061401 98 0.550668775199801175 0.999508337482145959 1620 2 30 30 10 8 500 40 0.0100001451265825381 0 1602 3277 37.5700000000000003 
-6.85790251218597646 -1 30946 0 72.2221745014169301 98 0.537441306604670488 0.999515730963532412 1620 2 30 30 10 8 500 40 0.00999995765001759906 0 1602 3278 37.6000000000000014 
-6.85790288713910723 2 30915 0 72.2219610247746431 98 0.528751184571159549 0.999523792243352527 1620 2 30 30 10 8 500 40 0.00999977017345177188 0 1602 3284 37.6300000000000026 
-6.85790232470941152 0 30928 0 72.2217369244104646 98 0.487255867309302759 0.999540114709876359 1620 2 30 30 10 8 500 40 0.0100001451265825381 0 1602 3280 37.6899999999999977 
-6.85790269966254229 0 30964 0 72.2212934451838464 98 0.471488790042129458 0.999548422253206392 1620 2 30 30 10 8 500 40 0.00999977017345177188 0 1602 3271 37.7199999999999989 
-6.85790269966254229 0 30907 0 72.2214993681850217 98 0.444283765179894208 0.999557337435956206 1620 2 30 30 10 8 500 40 0.00999977017345177188 0 1602 3275 37.75 
-6.85790269966254229 0 30963 0 72.2208982850049779 98 0.419766940513328413 0.999566077974736844 1620 2 30 30 10 8 500 40 0.00999995765001759906 0 1602 3277 37.7800000000000011 
